11.,Lincolnshire Post-Polio Library Non-Paralytic Polio and PPS,[ URL: http://www.zynet.co.uk/ott/polio/lincolnshire/library/falconer/nonparalytic.html],"Lincolnshire Post-Polio Library Non-Paralytic Polio and PPS An increasing number of medical doctors no longer dismiss symptoms of fatigue, pain, and increasing weakness when presented by a person with a documented history of paralytic polio. This is so ev",Page size 47 K - ,Rating 2050 out of 2950 ( 69.49% ), - in English [,Translate ]
12.,Lincolnshire Post-Polio Library Dr. Henry writes Bulbar and spinal polio,[ URL: http://www.zynet.co.uk/ott/polio/lincolnshire/library/drhenry/bulbar.html],"Lincolnshire Post-Polio Library Dr. Henry writes about Bulbar and spinal polio Bulbar polio involved the brain stem where the centers for the cranial nerves are located. The cranial nerves involve smell olfactory, vision optic, three......",Page size 15 K -,Rating 2050 out of 2950 ( 69.49% ), - in English [,Translate ]
13.,Lincolnshire Post-Polio Library - Catalogue Dr. Henry writes.....,[ URL: http://www.zynet.co.uk/ott/polio/lincolnshire/library/cc_2.html],Lincolnshire Post-Polio Library - Catalogue Dr. Henry writes........,Page size 57 K - ,Rating 2050 out of 2950 ( 69.49% ), - in English [,Translate ]
14.,Lincolnshire Post-Polio Network Library,[ URL: http://www.zynet.co.uk/ott/polio/lincolnshire/library.html],"Lincolnshire Post-Polio Network Library. All the articles in this online Library, currently over 100 in number, are available at this site. Selecting an article title in any of the catalogues will take you to the COMPLETE TEXT of that article....",Page size 29 K -,Rating 2050 out of 2950 ( 69.49% ), - in English [,Translate ]
15.,McGoogan Library Homepage,[ URL: http://www.unmc.edu/library/],"Policies , Computer Facilities , Consumer Health Information Resource ServiceCHIRS , National Network of…",Page size 3 K -,Rating 2050 out of 2950 ( 69.49% ), - in English [,Translate ]
16.,Tulane Cancer Center Faculty Library,[ URL: http://www.tmc.tulane.edu/cancer_center/libraryfac.html],"Tulane Cancer Center Cancer Library for Medical Faculty Journals Video tapes Audio tapes For the convenience of our medical faculty and visiting faculty, the Tulane…",Page size 9 K -,Rating 2050 out of 2950 ( 69.49% ), - in English [,Translate ]
17.,SLO Library : Health Links,[ URL: http://www.slonet.org/vv/slo_library/health.html],San Luis Obispo City-County Library Community Health Information Center Favorite Links : Health and Medicine…,Page size 4 K - ,Rating 2050 out of 2950 ( 69.49% ), - in English [,Translate ]
18.,"Home Page, Health Sciences Library, St. Francis Medical Center",[ URL: http://www.sfhs.edu/library/],Health System Home Health Sciences Library Home Library Fact Sheets and Service Request…,Page size 4 K - ,Rating 2050 out of 2950 ( 69.49% ), - in English [,Translate ]
19.,Interlibrary Loan,[ URL: http://www.nlm.nih.gov/psd/cas/interlibrary.html],"New DOCLINE ® New DOCLINE ® Frequently Asked Questions FAQs U.S. National Library of Medicine , 8600 Rockville Pike, Bethesda, MD 20894…",Page size 4 K -,Rating 2050 out of 2950 ( 69.49% ), - in English [,Translate ]
20.,"Medical Library Online. Journals, Medical Reference Books -- TOC",[ URL: http://www.medical-library.org/journals2/table_of_contents.htm],Medical Library. Full Text Journals and Medical Books Online. The American Medical Society…,Page size 104 K -,Rating 2050 out of 2950 ( 69.49% ), - in English [,Translate ]
