11,Need someone to set up WEbbbs for website ,Size: 1 kb ; Posted 3 Sep 2003,"Hello, I need someone to set up a Webbbs system for my website at www.free-weight-loss-resources.com Would someone be able to do this for me? If so, how much would this cost? What forms of payment do you accept? Credit Card/Paypal? Please let me know as soon as you can as I would like to implement this asap. Thanks much Brad Callen free-weight-loss-resources.com"
12,Re: Got it installed..but..,Size: 1 kb ; Posted 8 Aug 2003,"Dan: Thanks for the information, but alas this accessment of the problem I had is not correct, as in my test cases I had several accounts opened, and one default banner. It should still have at least have shown the default banner - but alas it showed nothing at all, nor did it generate html scripts for a ""test"" users to install on their web site. If your logic on earning credit, before showing the ad, was specific to the nature of the problem, then there is alas a catch 22 in play. Oth"
13,Re: Got it installed..but.. ,Size: 1 kb ; Posted 7 Aug 2003,": if I setup any adverts with a value set for displayclicks etc, : then the adverts are no longer displayed, nor is the code : for placing on the html files generated. I have spent : nearly a week now on these set of scripts, trying nearly : every config I can think of to solve it.. As it only : appears to work in a simple mode of setting a date when an : advert expires, it is alas no good to me. Which is a shame, : because a friend of mine recommended it (at least a prior : version that worked)"
14,WebBBS Advisory ,Size: 2 kb ; Posted 3 Jul 2003,"Not sure if this advisory has been covered or not an issue, but I received the following and would like feedback: Date: Tue, 1 Jul 2003 09:47:42 +0200 To: secunia.com_security@indyevents.com Subject: [sec-adv] WebBBS Cross-Site Scripting Vulnerability From: Secunia Security Advisories <sec-adv@secunia.com> TITLE: WebBBS Cross-Site Scripting Vulnerability READ ONLINE: http://www.secunia.com/advisories/9149/ CRITICAL: Less critical IMPACT: Cross Site Scripting WHERE: From remote SOFTWARE: We"
15,Re: Add banner views in Banner exchange (LINK) ,Size: 1 kb ; Posted 1 Jul 2003,: If there is no option of adding extra credits to an individual : account than how would one had it manually? Just edit the account and add the number of exposures you want them to have.... Expires after XXX Exposures... --KTFA
16,Re: Add banner views in Banner exchange ,Size: 0 kb ; Posted 1 Jul 2003,If there is no option of adding extra credits to an individual account than how would one had it manually? Also will there be an option for this in the future? Thanks. Joe
17,Re: Add banner views in Banner exchange ,Size: 0 kb ; Posted 19 Jun 2003,"Hi, : Is there an option when I start a banner exchange with : webadverts to add credits for every account after approval? No. : how?! Manually. Dan O."
18,Add banner views in Banner exchange ,Size: 0 kb ; Posted 18 Jun 2003,"Hi, Is there an option when I start a banner exchange with webadverts to add credits for every account after approval? If yes, how?! Willem http://www.ringtoons.be"
19,Data Dump ,Size: 0 kb ; Posted 27 May 2003,Does anyone know how to get a data dump from webadverts for all accounts Name email userid password bannerurl siteurl total banners credits displayed credits remaining etc click through ratio etc Would like to try and build one table with all the account information for all accounts in it.
20,"Re: Question about ""Banners Shown On Your Site""",Size: 1 kb ; Posted 8 May 2003,": The stats I'm confused about is the ""Banners Shown On : Your Site 2"". That means that the banner code for that account was installed on a web page and 2 other ads have been displayed by it. That is how banner exchange members earn display credits which then allow their banner to be shown elsewhere. Dan O."
21,Re: Major Crash (LINK),Size: 1 kb ; Posted 8 May 2003,": You guys are great, extremly fast at 1 AM in the morning, our : site is back up thanks! Only 10:00 where I live. But your right it's One where Kevin lives, and since it's an NT box he's the one who get's the credit. -- John"
22,extra credits for referer / new data entry in file ,Size: 1 kb ; Posted 17 Apr 2003,"Hello, First I would like to say thank you for that great script! I just love it! Good job! I would like to know if there is any way to have an extra field in which the people that sign up for an account can put in the person's name from whom they got their recommendation from...because I would like to offer them some extra credits for every new user they bring to me...so I would need a new input field and add a new file where this information is being stored...how do I do that? I could give him"
23,Re: No banners displayed ,Size: 1 kb ; Posted 13 Apr 2003,": I've installed WebAdverts an it seems to work fine. I'm able : to set up accounts and view logs : I put the suggested code on my page - but no banner. If you copied the banner HTML code from the administration section, it means that that account has been set up as a 'banner exchange' member. In that case, that account's banner will not display until it earns exposure credits by showing banners on its site PLUS it will never show its own banner anyway, only other account's banners (provided tho"
24,"Re: Ads not display - resolved, I think",Size: 1 kb ; Posted 1 Apr 2003,": Something disappeared on me though? When you first went into : account administration and selected an account to edit, did : it not give you a text box that showed you what code to : insert into your page to make the ad display? Mine did. But : now that my ads show up on the screen, I no longer get that : text box showing me the code to insert. Go figure... The something that disappeared was the banner exchange banner code that if you're not running a banner exchange you don't need and shouldn"
25,WebScripts: WebSearch,Size: 6 kb ; Last updated 31 Mar 2003,WebSearch lets your visitors easily search for keywords anywhere on your Web site!
